timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeMDT,TimeMST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-02 05:53:00,Clear,2012-01-02 12:53:00<br />,-11.1,,-,58.0,,1036.6,-3.9,,5:53 AM,16.1,NNE,16.7,20,2012-01-02 05:53:00
2012-01-02 06:53:00,Clear,2012-01-02 13:53:00<br />,-10.6,,-,68.0,,1038.3,-5.6,,6:53 AM,16.1,North,11.1,10,2012-01-02 06:53:00
2012-01-02 09:53:00,Clear,2012-01-02 16:53:00<br />,-10.6,,-,43.0,,1039.1,0.6,,9:53 AM,16.1,North,14.8,360,2012-01-02 09:53:00
2012-01-02 10:53:00,Clear,2012-01-02 17:53:00<br />,-9.4,,-,39.0,,1037.8,3.3,,10:53 AM,16.1,Variable,7.4,0,2012-01-02 10:53:00
2012-01-02 13:53:00,Clear,2012-01-02 20:53:00<br />,-6.7,,-,37.0,,1033.8,7.2,,1:53 PM,16.1,SW,5.6,220,2012-01-02 13:53:00
2012-01-02 14:53:00,Clear,2012-01-02 21:53:00<br />,-6.1,,-,37.0,,1033.4,7.8,,2:53 PM,16.1,SSW,5.6,200,2012-01-02 14:53:00
2012-01-02 15:53:00,Clear,2012-01-02 22:53:00<br />,-6.7,,-,35.0,,1033.3,7.8,,3:53 PM,16.1,SSW,5.6,210,2012-01-02 15:53:00
2012-01-02 16:53:00,Clear,2012-01-02 23:53:00<br />,-5.0,,-,51.0,,1034.1,4.4,,4:53 PM,16.1,West,7.4,260,2012-01-02 16:53:00
2012-01-02 17:53:00,Clear,2012-01-03 00:53:00<br />,-5.6,,-,59.0,,1034.8,1.7,,5:53 PM,16.1,NW,9.3,320,2012-01-02 17:53:00
2012-01-02 18:53:00,Clear,2012-01-03 01:53:00<br />,-6.1,,-,57.0,,1034.9,1.7,,6:53 PM,16.1,Calm,Calm,0,2012-01-02 18:53:00
2012-01-02 19:53:00,Clear,2012-01-03 02:53:00<br />,-6.1,,-,69.0,,1035.1,-1.1,,7:53 PM,16.1,North,9.3,360,2012-01-02 19:53:00
2012-01-02 20:53:00,Clear,2012-01-03 03:53:00<br />,-6.7,,-,72.0,,1034.4,-2.2,,8:53 PM,16.1,Calm,Calm,0,2012-01-02 20:53:00
2012-01-02 21:53:00,Clear,2012-01-03 04:53:00<br />,-5.6,,-,78.0,,1033.9,-2.2,,9:53 PM,16.1,North,9.3,10,2012-01-02 21:53:00
2012-01-02 22:53:00,Clear,2012-01-03 05:53:00<br />,-6.7,,-,72.0,,1032.9,-2.2,,10:53 PM,16.1,North,11.1,360,2012-01-02 22:53:00
2012-01-02 23:53:00,Clear,2012-01-03 06:53:00<br />,-6.7,,-,72.0,,1031.7,-2.2,,11:53 PM,16.1,North,13.0,10,2012-01-02 23:53:00
2012-01-03 00:53:00,Clear,2012-01-03 07:53:00<br />,-7.2,,-,67.0,,1030.9,-1.7,,12:53 AM,16.1,North,16.7,10,2012-01-03 00:53:00
2012-01-03 01:53:00,Clear,2012-01-03 08:53:00<br />,-7.8,,-,69.0,,1031.0,-2.8,,1:53 AM,16.1,North,13.0,350,2012-01-03 01:53:00
2012-01-03 02:53:00,Clear,2012-01-03 09:53:00<br />,-7.8,,-,69.0,,1030.1,-2.8,,2:53 AM,16.1,NNE,20.4,20,2012-01-03 02:53:00
2012-01-03 03:53:00,Clear,2012-01-03 10:53:00<br />,-8.3,,-,69.0,,1029.8,-3.3,,3:53 AM,16.1,North,16.7,360,2012-01-03 03:53:00
2012-01-03 04:53:00,Clear,2012-01-03 11:53:00<br />,-9.4,,-,63.0,,1030.6,-3.3,,4:53 AM,16.1,North,18.5,350,2012-01-03 04:53:00
2012-01-03 05:53:00,Clear,2012-01-03 12:53:00<br />,-9.4,,-,66.0,,1031.0,-3.9,,5:53 AM,16.1,North,24.1,360,2012-01-03 05:53:00
2012-01-03 06:53:00,Clear,2012-01-03 13:53:00<br />,-9.4,,-,66.0,,1031.2,-3.9,,6:53 AM,16.1,North,27.8,10,2012-01-03 06:53:00
2012-01-03 07:53:00,Clear,2012-01-03 14:53:00<br />,-8.9,,-,66.0,,1032.0,-3.3,,7:53 AM,16.1,North,20.4,360,2012-01-03 07:53:00
2012-01-03 08:53:00,Clear,2012-01-03 15:53:00<br />,-8.9,,-,56.0,,1032.2,-1.1,,8:53 AM,16.1,North,16.7,360,2012-01-03 08:53:00
2012-01-03 09:53:00,Clear,2012-01-03 16:53:00<br />,-8.3,,-,48.0,,1031.1,1.7,,9:53 AM,16.1,North,18.5,10,2012-01-03 09:53:00
2012-01-03 10:53:00,Clear,2012-01-03 17:53:00<br />,-7.8,,-,43.0,,1029.8,3.9,,10:53 AM,16.1,North,18.5,10,2012-01-03 10:53:00
2012-01-03 11:53:00,Clear,2012-01-03 18:53:00<br />,-7.2,,-,40.0,,1027.9,5.6,,11:53 AM,16.1,North,9.3,360,2012-01-03 11:53:00
2012-01-03 12:53:00,Clear,2012-01-03 19:53:00<br />,-5.0,,-,45.0,,1026.4,6.1,,12:53 PM,16.1,WSW,18.5,240,2012-01-03 12:53:00
2012-01-03 13:53:00,Clear,2012-01-03 20:53:00<br />,-5.0,,-,43.0,,1025.3,6.7,,1:53 PM,16.1,WSW,11.1,250,2012-01-03 13:53:00
2012-01-03 14:53:00,Clear,2012-01-03 21:53:00<br />,-5.0,,-,40.0,,1024.5,7.8,,2:53 PM,16.1,West,14.8,270,2012-01-03 14:53:00
2012-01-03 15:53:00,Clear,2012-01-03 22:53:00<br />,-5.6,,-,42.0,,1025.2,6.7,,3:53 PM,16.1,WSW,14.8,240,2012-01-03 15:53:00
2012-01-03 16:53:00,Clear,2012-01-03 23:53:00<br />,-5.6,,-,49.0,,1026.1,4.4,,4:53 PM,16.1,WSW,13.0,250,2012-01-03 16:53:00
2012-01-03 17:53:00,Clear,2012-01-04 00:53:00<br />,-5.6,,-,53.0,,1026.8,3.3,,5:53 PM,16.1,Calm,Calm,0,2012-01-03 17:53:00
2012-01-03 18:53:00,Clear,2012-01-04 01:53:00<br />,-5.0,,-,69.0,,1027.7,0.0,,6:53 PM,16.1,North,11.1,10,2012-01-03 18:53:00
2012-01-03 19:53:00,Clear,2012-01-04 02:53:00<br />,-3.9,,-,75.0,,1028.4,0.0,,7:53 PM,16.1,North,7.4,10,2012-01-03 19:53:00
2012-01-03 20:53:00,Clear,2012-01-04 03:53:00<br />,-4.4,,-,70.0,,1027.3,0.6,,8:53 PM,16.1,North,7.4,350,2012-01-03 20:53:00
2012-01-03 21:53:00,Clear,2012-01-04 04:53:00<br />,-5.0,,-,61.0,,1026.6,1.7,,9:53 PM,16.1,NNE,13.0,20,2012-01-03 21:53:00
2012-01-03 22:53:00,Clear,2012-01-04 05:53:00<br />,-6.1,,-,59.0,,1026.6,1.1,,10:53 PM,16.1,North,13.0,350,2012-01-03 22:53:00
2012-01-03 23:53:00,Clear,2012-01-04 06:53:00<br />,-6.7,,-,59.0,,1026.1,0.6,,11:53 PM,16.1,Calm,Calm,0,2012-01-03 23:53:00
2012-01-04 01:53:00,Clear,2012-01-04 08:53:00<br />,-7.2,,-,59.0,,1027.8,0.0,,1:53 AM,16.1,North,16.7,360,2012-01-04 01:53:00
2012-01-04 02:53:00,Clear,2012-01-04 09:53:00<br />,-7.2,,-,64.0,,1028.1,-1.1,,2:53 AM,16.1,North,25.9,10,2012-01-04 02:53:00
2012-01-04 03:53:00,Clear,2012-01-04 10:53:00<br />,-7.2,,-,67.0,,1028.6,-1.7,,3:53 AM,16.1,North,27.8,10,2012-01-04 03:53:00
2012-01-04 04:53:00,Clear,2012-01-04 11:53:00<br />,-7.8,,-,64.0,,1030.6,-1.7,,4:53 AM,16.1,North,5.6,350,2012-01-04 04:53:00
2012-01-04 05:53:00,Clear,2012-01-04 12:53:00<br />,-8.3,,-,63.0,,1031.9,-2.2,,5:53 AM,16.1,NNE,11.1,20,2012-01-04 05:53:00
2012-01-04 06:53:00,Clear,2012-01-04 13:53:00<br />,-8.3,,-,63.0,,1033.6,-2.2,,6:53 AM,16.1,North,25.9,360,2012-01-04 06:53:00
2012-01-04 09:53:00,Clear,2012-01-04 16:53:00<br />,-8.3,,-,46.0,,1034.2,2.2,,9:53 AM,16.1,NNE,22.2,20,2012-01-04 09:53:00
2012-01-04 10:53:00,Clear,2012-01-04 17:53:00<br />,-8.3,,-,41.0,,1033.4,3.9,,10:53 AM,16.1,North,18.5,10,2012-01-04 10:53:00
2012-01-04 11:53:00,Clear,2012-01-04 18:53:00<br />,-7.2,,-,38.0,,1032.2,6.1,,11:53 AM,16.1,North,16.7,360,2012-01-04 11:53:00
2012-01-04 12:53:00,Clear,2012-01-04 19:53:00<br />,-8.9,,-,30.0,,1030.7,7.8,,12:53 PM,16.1,North,14.8,360,2012-01-04 12:53:00
2012-01-04 14:53:00,Clear,2012-01-04 21:53:00<br />,-8.9,,-,27.0,,1029.5,9.4,,2:53 PM,16.1,North,14.8,360,2012-01-04 14:53:00
2012-01-04 15:53:00,Clear,2012-01-04 22:53:00<br />,-7.8,,-,29.0,,1029.5,9.4,,3:53 PM,16.1,West,9.3,280,2012-01-04 15:53:00
2012-01-04 16:53:00,Clear,2012-01-04 23:53:00<br />,-6.7,,-,40.0,,1030.6,6.1,,4:53 PM,16.1,WNW,11.1,290,2012-01-04 16:53:00
2012-01-04 17:53:00,Clear,2012-01-05 00:53:00<br />,-6.7,,-,46.0,,1031.5,3.9,,5:53 PM,16.1,North,5.6,360,2012-01-04 17:53:00
2012-01-04 18:53:00,Clear,2012-01-05 01:53:00<br />,-6.7,,-,54.0,,1032.0,1.7,,6:53 PM,16.1,Calm,Calm,0,2012-01-04 18:53:00
2012-01-04 19:53:00,Clear,2012-01-05 02:53:00<br />,-7.2,,-,56.0,,1032.0,0.6,,7:53 PM,16.1,NNE,7.4,30,2012-01-04 19:53:00
2012-01-04 20:53:00,Clear,2012-01-05 03:53:00<br />,-5.6,,-,72.0,,1032.1,-1.1,,8:53 PM,16.1,North,7.4,10,2012-01-04 20:53:00
2012-01-04 21:53:00,Clear,2012-01-05 04:53:00<br />,-6.1,,-,72.0,,1031.4,-1.7,,9:53 PM,16.1,North,11.1,10,2012-01-04 21:53:00
2012-01-04 22:53:00,Clear,2012-01-05 05:53:00<br />,-7.2,,-,59.0,,1030.3,0.0,,10:53 PM,16.1,NNE,20.4,20,2012-01-04 22:53:00
2012-01-04 23:53:00,Clear,2012-01-05 06:53:00<br />,-7.2,,-,67.0,,1029.8,-1.7,,11:53 PM,16.1,North,14.8,360,2012-01-04 23:53:00
2012-01-05 00:53:00,Clear,2012-01-05 07:53:00<br />,-8.3,,-,59.0,,1028.7,-1.1,,12:53 AM,16.1,North,27.8,360,2012-01-05 00:53:00
2012-01-05 01:53:00,Clear,2012-01-05 08:53:00<br />,-8.9,,-,58.0,,1028.0,-1.7,,1:53 AM,16.1,North,29.6,360,2012-01-05 01:53:00
2012-01-05 02:53:00,Clear,2012-01-05 09:53:00<br />,-9.4,,-,56.0,,1027.6,-1.7,,2:53 AM,16.1,North,20.4,360,2012-01-05 02:53:00
2012-01-05 03:53:00,Clear,2012-01-05 10:53:00<br />,-9.4,,-,61.0,,1027.1,-2.8,,3:53 AM,16.1,North,27.8,360,2012-01-05 03:53:00
2012-01-05 04:53:00,Clear,2012-01-05 11:53:00<br />,-9.4,,-,66.0,,1028.3,-3.9,,4:53 AM,16.1,NNW,13.0,330,2012-01-05 04:53:00
2012-01-05 05:53:00,Clear,2012-01-05 12:53:00<br />,-10.0,,-,58.0,,1028.7,-2.8,,5:53 AM,16.1,North,18.5,350,2012-01-05 05:53:00
2012-01-05 06:53:00,Clear,2012-01-05 13:53:00<br />,-10.6,,-,56.0,,1029.2,-2.8,,6:53 AM,16.1,North,18.5,350,2012-01-05 06:53:00
2012-01-05 07:53:00,Clear,2012-01-05 14:53:00<br />,-10.0,,-,60.0,,1030.0,-3.3,,7:53 AM,16.1,NNE,14.8,20,2012-01-05 07:53:00
2012-01-05 08:53:00,Clear,2012-01-05 15:53:00<br />,-10.0,,-,50.0,,1029.7,-0.6,,8:53 AM,16.1,North,18.5,360,2012-01-05 08:53:00
2012-01-05 09:53:00,Clear,2012-01-05 16:53:00<br />,-10.0,,-,38.0,0.0,1028.4,3.3,,9:53 AM,16.1,North,18.5,360,2012-01-05 09:53:00
2012-01-05 10:53:00,Clear,2012-01-05 17:53:00<br />,-10.0,,-,35.0,,1026.6,4.4,,10:53 AM,16.1,North,14.8,350,2012-01-05 10:53:00
2012-01-05 11:53:00,Clear,2012-01-05 18:53:00<br />,-10.0,,-,31.0,,1024.9,6.1,,11:53 AM,16.1,North,16.7,360,2012-01-05 11:53:00
2012-01-05 12:53:00,Clear,2012-01-05 19:53:00<br />,-7.2,,-,36.0,,1022.7,7.2,,12:53 PM,16.1,West,7.4,260,2012-01-05 12:53:00
2012-01-05 13:53:00,Clear,2012-01-05 20:53:00<br />,-6.7,,-,35.0,,1021.6,7.8,,1:53 PM,16.1,SW,16.7,220,2012-01-05 13:53:00
2012-01-05 14:53:00,Clear,2012-01-05 21:53:00<br />,-7.2,,-,33.0,,1020.7,8.3,,2:53 PM,16.1,WSW,14.8,250,2012-01-05 14:53:00
2012-01-05 15:53:00,Clear,2012-01-05 22:53:00<br />,-6.1,,-,36.0,,1020.1,8.3,,3:53 PM,16.1,West,11.1,260,2012-01-05 15:53:00
2012-01-05 17:53:00,Clear,2012-01-06 00:53:00<br />,-6.1,,-,52.0,,1020.9,2.8,,5:53 PM,16.1,NW,9.3,310,2012-01-05 17:53:00
2012-01-05 18:53:00,Clear,2012-01-06 01:53:00<br />,-5.6,,-,57.0,,1020.6,2.2,,6:53 PM,16.1,West,9.3,280,2012-01-05 18:53:00
2012-01-05 19:53:00,Clear,2012-01-06 02:53:00<br />,-5.6,,-,61.0,,1021.2,1.1,,7:53 PM,16.1,WNW,9.3,290,2012-01-05 19:53:00
2012-01-05 20:53:00,Clear,2012-01-06 03:53:00<br />,-5.6,,-,75.0,,1020.9,-1.7,,8:53 PM,16.1,NW,9.3,320,2012-01-05 20:53:00
2012-01-05 21:53:00,Clear,2012-01-06 04:53:00<br />,-5.0,,-,85.0,,1019.7,-2.8,,9:53 PM,16.1,North,7.4,350,2012-01-05 21:53:00
2012-01-05 22:53:00,Clear,2012-01-06 05:53:00<br />,-5.6,,-,81.0,,1018.7,-2.8,,10:53 PM,16.1,Calm,Calm,0,2012-01-05 22:53:00
2012-01-05 23:53:00,Clear,2012-01-06 06:53:00<br />,-6.1,,-,67.0,,1017.2,-0.6,,11:53 PM,16.1,West,5.6,280,2012-01-05 23:53:00
2012-01-06 01:53:00,Clear,2012-01-06 08:53:00<br />,-6.7,,-,54.0,,1015.7,1.7,,1:53 AM,16.1,Calm,Calm,0,2012-01-06 01:53:00
2012-01-06 02:53:00,Clear,2012-01-06 09:53:00<br />,-7.2,,-,69.0,,1016.1,-2.2,,2:53 AM,16.1,Calm,Calm,0,2012-01-06 02:53:00
2012-01-06 03:53:00,Clear,2012-01-06 10:53:00<br />,-7.2,,-,72.0,,1015.7,-2.8,,3:53 AM,16.1,North,7.4,10,2012-01-06 03:53:00
2012-01-06 04:53:00,Clear,2012-01-06 11:53:00<br />,-7.8,,-,69.0,,1016.5,-2.8,,4:53 AM,16.1,NNW,14.8,340,2012-01-06 04:53:00
2012-01-06 05:53:00,Clear,2012-01-06 12:53:00<br />,-7.8,,-,71.0,,1017.7,-3.3,,5:53 AM,16.1,North,14.8,360,2012-01-06 05:53:00
2012-01-06 06:53:00,Clear,2012-01-06 13:53:00<br />,-8.3,,-,72.0,,1017.6,-3.9,,6:53 AM,16.1,North,14.8,10,2012-01-06 06:53:00
2012-01-06 07:53:00,Clear,2012-01-06 14:53:00<br />,-7.8,,-,71.0,,1018.4,-3.3,,7:53 AM,16.1,North,13.0,360,2012-01-06 07:53:00
2012-01-06 08:53:00,Clear,2012-01-06 15:53:00<br />,-7.8,,-,59.0,,1019.5,-0.6,,8:53 AM,16.1,North,24.1,10,2012-01-06 08:53:00
2012-01-06 09:53:00,Clear,2012-01-06 16:53:00<br />,-7.2,,-,48.0,,1019.3,2.8,,9:53 AM,16.1,North,20.4,350,2012-01-06 09:53:00
2012-01-06 10:53:00,Clear,2012-01-06 17:53:00<br />,-7.2,,-,40.0,,1018.1,5.6,,10:53 AM,16.1,North,18.5,350,2012-01-06 10:53:00
2012-01-06 12:53:00,Clear,2012-01-06 19:53:00<br />,-7.2,,-,32.0,,1014.4,8.9,,12:53 PM,16.1,North,14.8,360,2012-01-06 12:53:00
2012-01-06 13:53:00,Clear,2012-01-06 20:53:00<br />,-5.6,,-,37.0,,1014.3,8.3,,1:53 PM,16.1,WSW,14.8,250,2012-01-06 13:53:00
2012-01-06 14:53:00,Clear,2012-01-06 21:53:00<br />,-5.6,,-,36.0,,1015.4,8.9,,2:53 PM,16.1,WSW,14.8,250,2012-01-06 14:53:00
2012-01-06 16:53:00,Clear,2012-01-06 23:53:00<br />,-5.6,,-,45.0,,1016.6,5.6,,4:53 PM,16.1,SW,11.1,220,2012-01-06 16:53:00
2012-01-06 17:53:00,Clear,2012-01-07 00:53:00<br />,-5.6,,-,49.0,,1018.0,4.4,,5:53 PM,16.1,Calm,Calm,0,2012-01-06 17:53:00
2012-01-06 19:53:00,Clear,2012-01-07 02:53:00<br />,-5.6,,-,61.0,,1019.1,1.1,,7:53 PM,16.1,East,9.3,90,2012-01-06 19:53:00
2012-01-06 20:53:00,Clear,2012-01-07 03:53:00<br />,-5.0,,-,75.0,,1019.2,-1.1,,8:53 PM,16.1,NNW,5.6,340,2012-01-06 20:53:00
2012-01-06 21:53:00,Clear,2012-01-07 04:53:00<br />,-5.0,,-,78.0,,1018.8,-1.7,,9:53 PM,16.1,Calm,Calm,0,2012-01-06 21:53:00
2012-01-06 22:53:00,Clear,2012-01-07 05:53:00<br />,-5.6,,-,72.0,,1017.9,-1.1,,10:53 PM,16.1,WSW,5.6,240,2012-01-06 22:53:00
2012-01-06 23:53:00,Clear,2012-01-07 06:53:00<br />,-5.0,,-,61.0,,1016.3,1.7,,11:53 PM,16.1,SSE,16.7,160,2012-01-06 23:53:00
2012-01-07 00:53:00,Clear,2012-01-07 07:53:00<br />,-5.6,,-,69.0,,1016.5,-0.6,,12:53 AM,16.1,South,11.1,170,2012-01-07 00:53:00
2012-01-07 01:53:00,Clear,2012-01-07 08:53:00<br />,-6.1,,-,69.0,,1017.1,-1.1,,1:53 AM,16.1,South,9.3,180,2012-01-07 01:53:00
2012-01-07 02:53:00,Clear,2012-01-07 09:53:00<br />,-6.1,,-,72.0,,1016.9,-1.7,,2:53 AM,16.1,SSE,5.6,160,2012-01-07 02:53:00
2012-01-07 04:53:00,Clear,2012-01-07 11:53:00<br />,-6.1,,-,75.0,,1017.1,-2.2,,4:53 AM,16.1,SE,11.1,130,2012-01-07 04:53:00
2012-01-07 05:53:00,Clear,2012-01-07 12:53:00<br />,-6.7,,-,66.0,,1016.5,-1.1,,5:53 AM,16.1,SE,14.8,140,2012-01-07 05:53:00
2012-01-07 06:53:00,Clear,2012-01-07 13:53:00<br />,-6.7,,-,69.0,,1017.0,-1.7,,6:53 AM,16.1,SSE,14.8,150,2012-01-07 06:53:00
2012-01-07 07:53:00,Clear,2012-01-07 14:53:00<br />,-6.7,,-,66.0,,1016.9,-1.1,,7:53 AM,16.1,SSE,13.0,150,2012-01-07 07:53:00
2012-01-07 08:53:00,Clear,2012-01-07 15:53:00<br />,-6.1,,-,61.0,,1017.4,0.6,,8:53 AM,16.1,SE,20.4,140,2012-01-07 08:53:00
2012-01-07 09:53:00,Clear,2012-01-07 16:53:00<br />,-5.6,,-,57.0,,1017.2,2.2,,9:53 AM,16.1,SSE,14.8,150,2012-01-07 09:53:00
2012-01-07 10:53:00,Clear,2012-01-07 17:53:00<br />,-5.0,,-,55.0,,1015.9,3.3,,10:53 AM,16.1,South,14.8,170,2012-01-07 10:53:00
2012-01-07 11:53:00,Clear,2012-01-07 18:53:00<br />,-5.0,,-,47.0,,1013.1,5.6,,11:53 AM,16.1,SSE,9.3,160,2012-01-07 11:53:00
2012-01-07 13:53:00,Clear,2012-01-07 20:53:00<br />,-5.0,,-,42.0,,1011.4,7.2,,1:53 PM,16.1,South,5.6,170,2012-01-07 13:53:00
2012-01-07 14:53:00,Clear,2012-01-07 21:53:00<br />,-5.0,,-,42.0,,1011.5,7.2,,2:53 PM,16.1,SSW,5.6,210,2012-01-07 14:53:00
2012-01-07 15:53:00,Clear,2012-01-07 22:53:00<br />,-5.0,,-,39.0,,1011.4,8.3,,3:53 PM,16.1,Calm,Calm,0,2012-01-07 15:53:00
2012-01-07 16:53:00,Clear,2012-01-07 23:53:00<br />,-5.0,,-,45.0,,1011.9,6.1,,4:53 PM,16.1,WSW,5.6,240,2012-01-07 16:53:00
2012-01-07 17:53:00,Clear,2012-01-08 00:53:00<br />,-5.6,,-,53.0,,1012.7,3.3,,5:53 PM,16.1,NNE,5.6,30,2012-01-07 17:53:00
2012-01-07 19:53:00,Clear,2012-01-08 02:53:00<br />,-5.0,,-,75.0,,1013.8,-1.1,,7:53 PM,16.1,North,7.4,350,2012-01-07 19:53:00
2012-01-07 20:53:00,Partly Cloudy,2012-01-08 03:53:00<br />,-4.4,,-,82.0,,1013.6,-1.7,,8:53 PM,16.1,NNW,9.3,340,2012-01-07 20:53:00
2012-01-07 21:53:00,Clear,2012-01-08 04:53:00<br />,-5.0,,-,75.0,,1013.3,-1.1,,9:53 PM,16.1,Calm,Calm,0,2012-01-07 21:53:00
2012-01-07 22:53:00,Clear,2012-01-08 05:53:00<br />,-5.0,,-,72.0,,1012.9,-0.6,,10:53 PM,16.1,NNE,11.1,30,2012-01-07 22:53:00
2012-01-07 23:53:00,Clear,2012-01-08 06:53:00<br />,-5.0,,-,81.0,,1012.9,-2.2,,11:53 PM,16.1,NNE,11.1,20,2012-01-07 23:53:00
2012-01-08 00:53:00,Clear,2012-01-08 07:53:00<br />,-5.0,,-,78.0,,1012.6,-1.7,,12:53 AM,16.1,NE,11.1,40,2012-01-08 00:53:00
2012-01-08 01:53:00,Clear,2012-01-08 08:53:00<br />,-5.6,,-,75.0,,1012.7,-1.7,,1:53 AM,16.1,NNE,14.8,20,2012-01-08 01:53:00
